"Education_Fact_ID","Location_ID","Indicator_ID","Source_ID","Year_ID","Total","Female","Male","Urban","Rural","Poorest","Second","Middle","Fourth","Richest","ISOCode","CountryAndAreaName","RegionName","DevlopmentStage","Indicator_Type","Data_Year","Source_Type","Source_Desc"
"497","93","9","4","5","4.59999990463257","4.69999980926514","4.59999990463257","3.0","5.19999980926514","14.1999998092651","1.70000004768372","1.20000004768372","1.5","1.60000002384186","KEN","Kenya","SSA","Less Developed","Out Of School Rate - Primary","2014","DHS","Demographic and Health Surveys"
"498","94","9","5","10","3.19639229774475","2.40901947021484","3.93787407875061","3.96659708023071","2.37130975723267","2.96512818336487","2.49859118461609","4.06270980834961","4.24930238723755","2.13896226882935","KIR","Kiribati","EAP","Least Developed","Out Of School Rate - Primary","2019","MICS","Multiple Indicator Cluster Surveys"
"499","95","9","0","0","","","","","","","","","","","KWT","Kuwait","MENA","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"500","96","9","5","9","1.0","0.899999976158142","1.10000002384186","0.800000011920929","1.10000002384186","1.70000004768372","1.60000002384186","0.5","0.400000005960464","0.699999988079071","KGZ","Kyrgyzstan","ECA","Less Developed","Out Of School Rate - Primary","2018","MICS","Multiple Indicator Cluster Surveys"
"501","97","9","5","8","8.0","8.30000019073486","8.0","2.79999995231628","10.0","19.3999996185303","7.40000009536743","4.40000009536743","1.60000002384186","0.899999976158142","LAO","Lao People's Democratic Republic","EAP","Least Developed","Out Of School Rate - Primary","2017","MICS","Multiple Indicator Cluster Surveys"
"502","98","9","0","0","","","","","","","","","","","LVA","Latvia","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"503","99","9","0","0","","","","","","","","","","","LBN","Lebanon","MENA","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"504","100","9","5","9","2.70000004768372","2.0","3.5","2.5","2.79999995231628","5.19999980926514","1.89999997615814","1.70000004768372","3.09999990463257","1.10000002384186","LSO","Lesotho","SSA","Least Developed","Out Of School Rate - Primary","2018","MICS","Multiple Indicator Cluster Surveys"
"505","101","9","4","4","17.3999996185303","16.7999992370605","18.0","13.5","22.5","31.7000007629395","23.1000003814697","16.3999996185303","10.1999998092651","6.80000019073486","LBR","Liberia","SSA","Least Developed","Out Of School Rate - Primary","2013","DHS","Demographic and Health Surveys"
"506","102","9","0","0","","","","","","","","","","","LBY","Libya","MENA","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"507","103","9","0","0","","","","","","","","","","","LIE","Liechtenstein","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"508","104","9","0","0","","","","","","","","","","","LTU","Lithuania","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"509","105","9","0","0","","","","","","","","","","","LUX","Luxembourg","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"510","106","9","5","9","21.7999992370605","19.2999992370605","24.2999992370605","10.8999996185303","24.3999996185303","44.2000007629395","29.7000007629395","14.1000003814697","7.09999990463257","2.5","MDG","Madagascar","SSA","Least Developed","Out Of School Rate - Primary","2018","MICS","Multiple Indicator Cluster Surveys"
"511","107","9","4","7","5.5","4.80000019073486","6.19999980926514","2.09999990463257","5.90000009536743","10.3999996185303","6.59999990463257","4.80000019073486","3.09999990463257","1.79999995231628","MWI","Malawi","SSA","Least Developed","Out Of School Rate - Primary","2016","DHS","Demographic and Health Surveys"
"512","108","9","0","0","","","","","","","","","","","MYS","Malaysia","EAP","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"513","109","9","4","8","1.0","0.899999976158142","1.20000004768372","1.10000002384186","1.0","0.899999976158142","1.20000004768372","0.899999976158142","0.899999976158142","1.39999997615814","MDV","Maldives","SA","Less Developed","Out Of School Rate - Primary","2017","DHS","Demographic and Health Surveys"
"514","110","9","5","6","47.2000007629395","49.5","44.9000015258789","18.2999992370605","54.5","74.0","59.2000007629395","50.2000007629395","34.0","15.5","MLI","Mali","SSA","Least Developed","Out Of School Rate - Primary","2015","MICS","Multiple Indicator Cluster Surveys"
"515","111","9","0","0","","","","","","","","","","","MLT","Malta","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"516","112","9","0","0","","","","","","","","","","","MHL","Marshall Islands","EAP","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"517","113","9","5","6","41.9000015258789","40.0","43.9000015258789","28.8999996185303","51.2000007629395","58.0","52.5","39.4000015258789","31.0","17.1000003814697","MRT","Mauritania","SSA","Least Developed","Out Of School Rate - Primary","2015","MICS","Multiple Indicator Cluster Surveys"
"518","114","9","0","0","","","","","","","","","","","MUS","Mauritius","SSA","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"519","115","9","0","9","1.20000004768372","1.10000002384186","1.20000004768372","1.0","1.60000002384186","","","","","","MEX","Mexico","LAC","Less Developed","Out Of School Rate - Primary","2018","Not Available","Not Available"
"520","116","9","0","0","","","","","","","","","","","FSM","Micronesia (Federated States of)","EAP","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"521","117","9","0","0","","","","","","","","","","","MCO","Monaco","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"522","118","9","5","9","3.59999990463257","2.59999990463257","4.69999980926514","4.19999980926514","2.59999990463257","3.29999995231628","4.30000019073486","4.09999990463257","3.5","3.0","MNG","Mongolia","EAP","Less Developed","Out Of School Rate - Primary","2018","MICS","Multiple Indicator Cluster Surveys"
"523","119","9","5","9","3.44294166564941","3.12755393981934","3.73321294784546","3.54252409934998","3.2371711730957","7.69933938980103","2.44211387634277","1.51803481578827","3.24525761604309","1.18480968475342","MNE","Montenegro","ECA","More Developed","Out Of School Rate - Primary","2018","MICS","Multiple Indicator Cluster Surveys"
"524","120","9","0","0","","","","","","","","","","","MSR","Montserrat","LAC","Not Classified","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"525","121","9","0","0","","","","","","","","","","","MAR","Morocco","MENA","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"526","122","9","4","2","22.8999996185303","23.0","22.8999996185303","12.1999998092651","27.2000007629395","35.7000007629395","31.8999996185303","24.6000003814697","15.5","4.59999990463257","MOZ","Mozambique","SSA","Least Developed","Out Of School Rate - Primary","2011","DHS","Demographic and Health Surveys"
"527","123","9","4","7","6.19999980926514","6.90000009536743","5.40000009536743","2.90000009536743","7.09999990463257","13.8999996185303","5.0","2.59999990463257","2.5","2.09999990463257","MMR","Myanmar","EAP","Least Developed","Out Of School Rate - Primary","2016","DHS","Demographic and Health Surveys"
"528","124","9","4","4","4.40000009536743","3.79999995231628","5.09999990463257","2.29999995231628","5.80000019073486","7.90000009536743","5.40000009536743","4.0","2.20000004768372","1.0","NAM","Namibia","SSA","Less Developed","Out Of School Rate - Primary","2013","DHS","Demographic and Health Surveys"
"529","125","9","0","2","2.70000004768372","2.29999995231628","3.09999990463257","","","","","","","","NRU","Nauru","EAP","Less Developed","Out Of School Rate - Primary","2011","Not Available","Not Available"
"530","126","9","5","10","5.559241771698","6.58063983917236","4.61613655090332","5.14906930923462","6.32653331756592","6.20898389816284","6.38673400878906","7.89491891860962","4.99855375289917","1.45253944396973","NPL","Nepal","SA","Least Developed","Out Of School Rate - Primary","2019","MICS","Multiple Indicator Cluster Surveys"
"531","127","9","0","0","","","","","","","","","","","NLD","Netherlands","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"532","128","9","0","0","","","","","","","","","","","NZL","New Zealand","EAP","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"533","129","9","0","0","","","","","","","","","","","NIC","Nicaragua","LAC","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"1032","52","12","0","3","0.042040728032589","","","0.076887235045433","0.0111524164676666","0.00936199724674225","","","","0.321428567171097","DJI","Djibouti","SSA","Least Developed","Digital Age Connectivity Rate - Primary","2012","Not Available","Not Available"
"534","130","9","4","3","49.0999984741211","53.7999992370605","44.7000007629395","16.5","54.7999992370605","65.0","59.9000015258789","54.9000015258789","42.7000007629395","18.3999996185303","NER","Niger","SSA","Least Developed","Out Of School Rate - Primary","2012","DHS","Demographic and Health Surveys"
"535","131","9","4","9","27.6000003814697","28.6000003814697","26.6000003814697","10.8999996185303","38.7000007629395","64.3000030517578","36.0","16.5","5.69999980926514","2.90000009536743","NGA","Nigeria","SSA","Less Developed","Out Of School Rate - Primary","2018","DHS","Demographic and Health Surveys"
"536","132","9","0","0","","","","","","","","","","","NIU","Niue","EAP","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"537","133","9","5","10","1.64736783504486","1.35066866874695","1.94154572486877","2.03803634643555","1.04138696193695","2.90036678314209","3.45988655090332","0.577607929706573","1.11266183853149","0.0","MKD","North Macedonia","ECA","More Developed","Out Of School Rate - Primary","2019","MICS","Multiple Indicator Cluster Surveys"
"538","134","9","0","0","","","","","","","","","","","NOR","Norway","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"539","135","9","5","5","2.5","2.0","2.90000009536743","2.40000009536743","2.70000004768372","","","","","","OMN","Oman","MENA","Less Developed","Out Of School Rate - Primary","2014","MICS","Multiple Indicator Cluster Surveys"
"540","136","9","4","9","23.0","26.7000007629395","19.3999996185303","12.0","28.1000003814697","50.4000015258789","24.3999996185303","13.8999996185303","7.69999980926514","4.40000009536743","PAK","Pakistan","SA","Less Developed","Out Of School Rate - Primary","2018","DHS","Demographic and Health Surveys"
"541","137","9","0","0","","","","","","","","","","","PLW","Palau","EAP","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"542","138","9","5","4","0.899999976158142","0.800000011920929","1.0","0.800000011920929","1.20000004768372","1.70000004768372","1.60000002384186","0.300000011920929","0.100000001490116","0.0","PAN","Panama","LAC","Less Developed","Out Of School Rate - Primary","2013","MICS","Multiple Indicator Cluster Surveys"
"543","139","9","0","0","","","","","","","","","","","PNG","Papua New Guinea","EAP","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"544","140","9","0","8","0.600000023841858","0.800000011920929","0.5","0.400000005960464","0.899999976158142","1.60000002384186","0.200000002980232","0.100000001490116","0.400000005960464","0.0","PRY","Paraguay","LAC","Less Developed","Out Of School Rate - Primary","2017","Not Available","Not Available"
"545","141","9","4","3","2.5","2.40000009536743","2.5","2.59999990463257","2.09999990463257","3.20000004768372","2.90000009536743","2.0","2.0","1.5","PER","Peru","LAC","Less Developed","Out Of School Rate - Primary","2012","DHS","Demographic and Health Surveys"
"546","142","9","4","8","2.09999990463257","1.60000002384186","2.59999990463257","2.20000004768372","2.09999990463257","3.90000009536743","2.40000009536743","1.5","1.10000002384186","0.699999988079071","PHL","Philippines","EAP","Less Developed","Out Of School Rate - Primary","2017","DHS","Demographic and Health Surveys"
"547","143","9","0","0","","","","","","","","","","","POL","Poland","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"548","144","9","0","0","","","","","","","","","","","PRT","Portugal","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"549","145","9","5","3","2.70000004768372","2.29999995231628","3.0","","","1.10000002384186","0.600000023841858","0.899999976158142","0.400000005960464","0.5","QAT","Qatar","MENA","Less Developed","Out Of School Rate - Primary","2012","MICS","Multiple Indicator Cluster Surveys"
"550","146","9","0","0","","","","","","","","","","","KOR","Republic of Korea","EAP","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"551","147","9","5","3","0.699999988079071","0.699999988079071","0.600000023841858","1.20000004768372","0.400000005960464","1.39999997615814","0.5","0.699999988079071","0.800000011920929","0.0","MDA","Republic of Moldova","ECA","More Developed","Out Of School Rate - Primary","2012","MICS","Multiple Indicator Cluster Surveys"
"552","148","9","0","7","8.39999961853027","8.60000038146973","8.30000019073486","","","","","","","","ROU","Romania","ECA","More Developed","Out Of School Rate - Primary","2016","Not Available","Not Available"
"553","149","9","0","0","","","","","","","","","","","RUS","Russian Federation","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"554","150","9","4","6","5.5","4.40000009536743","6.59999990463257","4.0","5.69999980926514","11.5","5.80000019073486","3.79999995231628","3.29999995231628","2.79999995231628","RWA","Rwanda","SSA","Least Developed","Out Of School Rate - Primary","2015","DHS","Demographic and Health Surveys"
"555","151","9","0","0","","","","","","","","","","","KNA","Saint Kitts and Nevis","LAC","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"556","152","9","5","3","0.300000011920929","0.600000023841858","0.0","0.0","0.400000005960464","1.10000002384186","0.0","0.0","0.0","0.0","LCA","Saint Lucia","LAC","Less Developed","Out Of School Rate - Primary","2012","MICS","Multiple Indicator Cluster Surveys"
"557","153","9","0","0","","","","","","","","","","","VCT","Saint Vincent and the Grenadines","LAC","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"558","154","9","0","0","","","","","","","","","","","WSM","Samoa","EAP","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"559","155","9","0","0","","","","","","","","","","","SMR","San Marino","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"560","156","9","5","5","3.40000009536743","3.09999990463257","3.79999995231628","3.09999990463257","4.0","4.90000009536743","4.90000009536743","3.0","3.29999995231628","1.0","STP","Sao Tome and Principe","SSA","Least Developed","Out Of School Rate - Primary","2014","MICS","Multiple Indicator Cluster Surveys"
"561","157","9","0","0","","","","","","","","","","","SAU","Saudi Arabia","MENA","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"562","158","9","4","10","38.7585678100586","37.6644401550293","39.9538078308105","19.8779373168945","51.0049171447754","56.3333206176758","47.0605659484863","37.1045417785645","30.7615070343018","14.4153594970703","SEN","Senegal","SSA","Least Developed","Out Of School Rate - Primary","2019","DHS","Demographic and Health Surveys"
"563","159","9","5","5","0.5","0.0","1.10000002384186","0.100000001490116","1.20000004768372","0.0","2.70000004768372","0.0","0.100000001490116","0.0","SRB","Serbia","ECA","More Developed","Out Of School Rate - Primary","2014","MICS","Multiple Indicator Cluster Surveys"
"564","160","9","0","0","","","","","","","","","","","SYC","Seychelles","SSA","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"565","161","9","5","8","17.2999992370605","14.6999998092651","19.7999992370605","7.80000019073486","24.2000007629395","33.9000015258789","22.2999992370605","13.5","8.89999961853027","5.5","SLE","Sierra Leone","SSA","Least Developed","Out Of School Rate - Primary","2017","MICS","Multiple Indicator Cluster Surveys"
"566","162","9","0","0","","","","","","","","","","","SGP","Singapore","EAP","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"567","163","9","0","0","","","","","","","","","","","SVK","Slovakia","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"568","164","9","0","0","","","","","","","","","","","SVN","Slovenia","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"569","165","9","0","0","","","","","","","","","","","SLB","Solomon Islands","EAP","Least Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"570","166","9","0","0","","","","","","","","","","","SOM","Somalia","SSA","Least Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"571","167","9","4","7","1.0","0.800000011920929","1.20000004768372","1.0","1.10000002384186","1.79999995231628","1.10000002384186","1.10000002384186","0.5","0.400000005960464","ZAF","South Africa","SSA","Less Developed","Out Of School Rate - Primary","2016","DHS","Demographic and Health Surveys"
"572","168","9","5","1","72.4000015258789","75.0","69.8000030517578","55.5","77.5","86.1999969482422","84.3000030517578","77.0","64.6999969482422","44.0999984741211","SSD","South Sudan","SSA","Least Developed","Out Of School Rate - Primary","2010","MICS","Multiple Indicator Cluster Surveys"
"573","169","9","0","0","","","","","","","","","","","ESP","Spain","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"574","170","9","4","7","2.11089038848877","2.0599479675293","2.16112542152405","2.69766235351562","2.00882077217102","1.8279435634613","1.84038019180298","2.03089237213135","2.62926602363586","2.26236248016357","LKA","Sri Lanka","SA","Less Developed","Out Of School Rate - Primary","2016","DHS","Demographic and Health Surveys"
"575","171","9","5","5","0.699999988079071","0.699999988079071","0.699999988079071","0.699999988079071","0.600000023841858","1.10000002384186","0.600000023841858","0.899999976158142","0.400000005960464","0.5","PSE","State of Palestine","MENA","Less Developed","Out Of School Rate - Primary","2014","MICS","Multiple Indicator Cluster Surveys"
"576","172","9","5","5","20.894136428833","21.4137325286865","20.382568359375","6.18050050735474","26.5873069763184","40.6229476928711","33.0137405395508","15.2220792770386","4.65823984146118","1.1912180185318","SDN","Sudan","SSA","Least Developed","Out Of School Rate - Primary","2014","MICS","Multiple Indicator Cluster Surveys"
"577","173","9","5","9","2.40000009536743","1.89999997615814","2.90000009536743","1.89999997615814","3.29999995231628","4.90000009536743","1.89999997615814","0.899999976158142","0.5","2.20000004768372","SUR","Suriname","LAC","Less Developed","Out Of School Rate - Primary","2018","MICS","Multiple Indicator Cluster Surveys"
"578","174","9","0","0","","","","","","","","","","","SWE","Sweden","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"579","175","9","0","0","","","","","","","","","","","CHE","Switzerland","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"580","176","9","0","0","","","","","","","","","","","SYR","Syrian Arab Republic","MENA","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"581","177","9","4","8","1.89999997615814","2.20000004768372","1.5","2.09999990463257","1.79999995231628","1.79999995231628","1.79999995231628","2.40000009536743","1.20000004768372","2.09999990463257","TJK","Tajikistan","ECA","Less Developed","Out Of School Rate - Primary","2017","DHS","Demographic and Health Surveys"
"582","178","9","5","10","1.07810509204865","1.069176197052","1.08613324165344","1.14517712593079","1.03828418254852","0.805503904819489","0.943266034126282","1.44598305225372","1.58746218681335","0.526782333850861","THA","Thailand","EAP","Less Developed","Out Of School Rate - Primary","2019","MICS","Multiple Indicator Cluster Surveys"
"583","179","9","4","7","9.5","8.89999961853027","10.0","4.40000009536743","11.0","17.8999996185303","12.0","7.30000019073486","5.40000009536743","3.40000009536743","TLS","Timor-Leste","EAP","Least Developed","Out Of School Rate - Primary","2016","DHS","Demographic and Health Surveys"
"584","180","9","5","8","8.18026924133301","8.78307056427002","7.59868240356445","2.87470698356628","11.0682563781738","17.396297454834","10.4866609573364","4.17942905426025","2.36180830001831","2.96331810951233","TGO","Togo","SSA","Least Developed","Out Of School Rate - Primary","2017","MICS","Multiple Indicator Cluster Surveys"
"585","181","9","0","0","","","","","","","","","","","TKL","Tokelau","EAP","Not Classified","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"586","182","9","5","10","3.65300154685974","3.59021019935608","3.70910358428955","2.5526123046875","3.94875741004944","4.57122993469238","3.10045623779297","3.48791074752808","4.138503074646","2.78461241722107","TON","Tonga","EAP","Less Developed","Out Of School Rate - Primary","2019","MICS","Multiple Indicator Cluster Surveys"
"587","183","9","5","2","1.10000002384186","0.800000011920929","1.29999995231628","1.20000004768372","0.899999976158142","1.89999997615814","0.600000023841858","1.39999997615814","1.0","0.300000011920929","TTO","Trinidad and Tobago","LAC","Less Developed","Out Of School Rate - Primary","2011","MICS","Multiple Indicator Cluster Surveys"
"588","184","9","5","9","2.79999995231628","2.70000004768372","2.90000009536743","2.70000004768372","3.09999990463257","3.5","2.79999995231628","2.59999990463257","3.29999995231628","1.70000004768372","TUN","Tunisia","MENA","Less Developed","Out Of School Rate - Primary","2018","MICS","Multiple Indicator Cluster Surveys"
"589","185","9","4","4","3.79999995231628","2.5","5.09999990463257","3.79999995231628","4.0","7.0","2.5","2.70000004768372","3.79999995231628","2.40000009536743","TUR","Turkey","ECA","Less Developed","Out Of School Rate - Primary","2013","DHS","Demographic and Health Surveys"
"590","186","9","5","7","1.10000002384186","1.60000002384186","0.600000023841858","0.699999988079071","1.39999997615814","2.0","1.10000002384186","1.29999995231628","0.600000023841858","0.400000005960464","TKM","Turkmenistan","ECA","Less Developed","Out Of School Rate - Primary","2016","MICS","Multiple Indicator Cluster Surveys"
"591","187","9","0","0","","","","","","","","","","","TCA","Turks and Caicos Islands","LAC","Not Classified","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"592","188","9","0","0","","","","","","","","","","","TUV","Tuvalu","EAP","Least Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"593","189","9","4","7","8.0","8.10000038146973","8.60000038146973","6.30000019073486","8.89999961853027","19.7000007629395","8.19999980926514","5.30000019073486","4.19999980926514","3.0","UGA","Uganda","SSA","Least Developed","Out Of School Rate - Primary","2016","DHS","Demographic and Health Surveys"
"594","190","9","5","3","1.70000004768372","1.5","1.89999997615814","1.39999997615814","2.5","2.20000004768372","2.5","2.09999990463257","1.10000002384186","1.0","UKR","Ukraine","ECA","More Developed","Out Of School Rate - Primary","2012","MICS","Multiple Indicator Cluster Surveys"
"595","191","9","0","0","","","","","","","","","","","ARE","United Arab Emirates","MENA","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"596","192","9","0","0","","","","","","","","","","","GBR","United Kingdom","ECA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"597","193","9","4","7","15.8999996185303","14.0","17.7999992370605","7.30000019073486","18.7000007629395","31.6000003814697","20.7999992370605","11.5","7.0","4.19999980926514","TZA","United Republic of Tanzania","SSA","Least Developed","Out Of School Rate - Primary","2016","DHS","Demographic and Health Surveys"
"598","194","9","0","0","","","","","","","","","","","USA","United States","NA","More Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"599","195","9","5","4","0.800000011920929","0.800000011920929","0.899999976158142","0.899999976158142","0.300000011920929","1.0","0.0","0.100000001490116","2.90000009536743","0.800000011920929","URY","Uruguay","LAC","Less Developed","Out Of School Rate - Primary","2013","MICS","Multiple Indicator Cluster Surveys"
"600","196","9","0","0","","","","","","","","","","","UZB","Uzbekistan","ECA","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"601","197","9","0","0","","","","","","","","","","","VUT","Vanuatu","EAP","Least Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"602","198","9","0","0","","","","","","","","","","","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Out Of School Rate - Primary","Not Available","Not Available","Not Available"
"603","199","9","5","5","1.5","1.79999995231628","1.39999997615814","1.10000002384186","1.79999995231628","4.5","1.10000002384186","0.100000001490116","0.600000023841858","0.699999988079071","VNM","Viet Nam","EAP","Less Developed","Out Of School Rate - Primary","2014","MICS","Multiple Indicator Cluster Surveys"
"604","200","9","4","4","23.0","27.1000003814697","19.0","13.5","26.6000003814697","43.5","23.6000003814697","18.1000003814697","15.6000003814697","8.5","YEM","Yemen","MENA","Least Developed","Out Of School Rate - Primary","2013","DHS","Demographic and Health Surveys"
"605","201","9","4","9","15.6212139129639","13.2580270767212","18.0527515411377","9.01576805114746","19.3390922546387","28.1512031555176","20.3539505004883","14.7769203186035","9.55455112457275","3.39584827423096","ZMB","Zambia","SSA","Least Developed","Out Of School Rate - Primary","2018","DHS","Demographic and Health Surveys"
"606","202","9","5","10","4.69999980926514","4.0","5.40000009536743","3.90000009536743","5.0","8.30000019073486","4.09999990463257","3.79999995231628","4.19999980926514","2.0","ZWE","Zimbabwe","SSA","Less Developed","Out Of School Rate - Primary","2019","MICS","Multiple Indicator Cluster Surveys"
"607","1","10","4","6","39.9612617492676","56.114070892334","25.3552551269531","22.6709461212158","46.0381698608398","49.8203468322754","48.0118980407715","49.1731758117676","32.5979766845703","20.5634746551514","AFG","Afghanistan","SA","Least Developed","Out Of School Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"608","2","10","4","9","2.09999990463257","2.09999990463257","2.20000004768372","2.20000004768372","2.09999990463257","3.79999995231628","2.09999990463257","2.40000009536743","0.699999988079071","1.20000004768372","ALB","Albania","ECA","More Developed","Out Of School Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"609","3","10","5","4","5.50710582733154","6.3419337272644","4.7104320526123","3.9008104801178","8.29158020019531","11.7131671905518","5.77098417282104","4.88049077987671","2.94171166419983","1.82910013198853","DZA","Algeria","MENA","Less Developed","Out Of School Rate - Lower Secondary","2013","MICS","Multiple Indicator Cluster Surveys"
"610","4","10","0","0","","","","","","","","","","","AND","Andorra","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"611","5","10","4","7","15.2839183807373","16.8645172119141","13.5266733169556","9.66744327545166","27.9568748474121","31.2088203430176","26.1872520446777","16.0587368011475","6.00380563735962","4.33434343338013","AGO","Angola","SSA","Least Developed","Out Of School Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"612","6","10","0","0","","","","","","","","","","","AIA","Anguilla","LAC","Not Classified","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"613","7","10","0","0","","","","","","","","","","","ATG","Antigua and Barbuda","LAC","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"614","8","10","5","3","1.84412491321564","1.63634359836578","2.03292322158813","","","4.0256667137146","2.53068995475769","0.416828393936157","0.445200324058533","0.747233271598816","ARG","Argentina","LAC","Less Developed","Out Of School Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"1288","34","6","0","0","","","","","","","","","","","CAN","Canada","NA","More Developed","Completion Rate - Primary","Not Available","Not Available","Not Available"
"615","9","10","4","7","0.800000011920929","0.899999976158142","0.699999988079071","1.0","0.400000005960464","0.800000011920929","0.699999988079071","2.09999990463257","0.0","0.200000002980232","ARM","Armenia","ECA","Less Developed","Out Of School Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"616","10","10","0","0","","","","","","","","","","","AUS","Australia","EAP","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"617","11","10","0","0","","","","","","","","","","","AUT","Austria","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"618","12","10","0","0","","","","","","","","","","","AZE","Azerbaijan","ECA","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"619","13","10","0","0","","","","","","","","","","","BHS","Bahamas","LAC","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"620","14","10","0","0","","","","","","","","","","","BHR","Bahrain","MENA","Less Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
"621","15","10","5","10","13.0","8.0","17.8999996185303","12.1000003814697","13.1999998092651","19.2000007629395","14.5","11.3000001907349","10.6000003814697","7.40000009536743","BGD","Bangladesh","SA","Least Developed","Out Of School Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"622","16","10","5","3","1.17512631416321","1.22059738636017","1.1188497543335","1.49846351146698","0.605631589889526","0.0","0.971396446228027","2.24395990371704","2.43278527259827","0.0","BRB","Barbados","LAC","Less Developed","Out Of School Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"623","17","10","5","3","0.13817372918129","0.283855497837067","0.0","0.205841168761253","0.0","0.0","0.641666173934937","0.0","0.0","0.0","BLR","Belarus","ECA","More Developed","Out Of School Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"624","18","10","0","0","","","","","","","","","","","BEL","Belgium","ECA","More Developed","Out Of School Rate - Lower Secondary","Not Available","Not Available","Not Available"
