"Fact_ID","Location_ID","Indicator_ID","Source_ID","Year_ID","Obs_Value","ISOCode","CountryAndAreaName","RegionName","DevlopmentStage","Indicator_Type","Data_Year","Source_Type","Source_Desc"
"680","175","21","2","10","56.0","CHE","Switzerland","ECA","More Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"681","176","21","2","7","11297.0","SYR","Syrian Arab Republic","MENA","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"682","176","21","2","8","8981.0","SYR","Syrian Arab Republic","MENA","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"683","176","21","2","9","5536.0","SYR","Syrian Arab Republic","MENA","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"684","176","21","2","10","3495.0","SYR","Syrian Arab Republic","MENA","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"685","177","21","2","7","297.0","TJK","Tajikistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"686","177","21","2","8","297.0","TJK","Tajikistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"687","177","21","2","9","300.0","TJK","Tajikistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"688","177","21","2","10","303.0","TJK","Tajikistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"689","178","21","2","7","3651.0","THA","Thailand","EAP","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"690","178","21","2","8","3566.0","THA","Thailand","EAP","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"691","178","21","2","9","3489.0","THA","Thailand","EAP","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"692","178","21","2","10","3408.0","THA","Thailand","EAP","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"693","179","21","2","7","283.0","TLS","Timor-Leste","EAP","Least Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"694","179","21","2","8","274.0","TLS","Timor-Leste","EAP","Least Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"695","179","21","2","9","264.0","TLS","Timor-Leste","EAP","Least Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"696","179","21","2","10","257.0","TLS","Timor-Leste","EAP","Least Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"697","180","21","2","7","2880.0","TGO","Togo","SSA","Least Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"698","180","21","2","8","2835.0","TGO","Togo","SSA","Least Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"699","180","21","2","9","2791.0","TGO","Togo","SSA","Least Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"700","180","21","2","10","2744.0","TGO","Togo","SSA","Least Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"701","182","21","2","7","6.0","TON","Tonga","EAP","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"702","182","21","2","8","6.0","TON","Tonga","EAP","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"703","182","21","2","9","6.0","TON","Tonga","EAP","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"704","182","21","2","10","6.0","TON","Tonga","EAP","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"705","183","21","2","7","48.0","TTO","Trinidad and Tobago","LAC","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"706","183","21","2","8","48.0","TTO","Trinidad and Tobago","LAC","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"707","183","21","2","9","46.0","TTO","Trinidad and Tobago","LAC","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"708","183","21","2","10","45.0","TTO","Trinidad and Tobago","LAC","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"709","184","21","2","7","547.0","TUN","Tunisia","MENA","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"710","184","21","2","8","560.0","TUN","Tunisia","MENA","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"711","184","21","2","9","574.0","TUN","Tunisia","MENA","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"712","184","21","2","10","587.0","TUN","Tunisia","MENA","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"713","185","21","2","7","3066.0","TUR","Turkey","ECA","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"714","185","21","2","8","2895.0","TUR","Turkey","ECA","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"715","185","21","2","9","2751.0","TUR","Turkey","ECA","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"716","185","21","2","10","2623.0","TUR","Turkey","ECA","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"717","186","21","2","7","410.0","TKM","Turkmenistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"718","186","21","2","8","413.0","TKM","Turkmenistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"719","186","21","2","9","420.0","TKM","Turkmenistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"720","186","21","2","10","426.0","TKM","Turkmenistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"721","188","21","2","7","2.0","TUV","Tuvalu","EAP","Least Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"722","188","21","2","8","2.0","TUV","Tuvalu","EAP","Least Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"723","188","21","2","9","2.0","TUV","Tuvalu","EAP","Least Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"724","188","21","2","10","2.0","TUV","Tuvalu","EAP","Least Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"725","189","21","2","7","18062.0","UGA","Uganda","SSA","Least Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"726","189","21","2","8","18156.0","UGA","Uganda","SSA","Least Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"727","189","21","2","9","18260.0","UGA","Uganda","SSA","Least Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"728","189","21","2","10","18308.0","UGA","Uganda","SSA","Least Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"729","190","21","2","7","870.0","UKR","Ukraine","ECA","More Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"730","190","21","2","8","856.0","UKR","Ukraine","ECA","More Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"731","190","21","2","9","841.0","UKR","Ukraine","ECA","More Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"732","190","21","2","10","823.0","UKR","Ukraine","ECA","More Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"733","191","21","2","7","164.0","ARE","United Arab Emirates","MENA","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"734","191","21","2","8","170.0","ARE","United Arab Emirates","MENA","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"735","191","21","2","9","174.0","ARE","United Arab Emirates","MENA","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"736","191","21","2","10","178.0","ARE","United Arab Emirates","MENA","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"737","192","21","2","7","624.0","GBR","United Kingdom","ECA","More Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"738","192","21","2","8","621.0","GBR","United Kingdom","ECA","More Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"739","192","21","2","9","619.0","GBR","United Kingdom","ECA","More Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"740","192","21","2","10","613.0","GBR","United Kingdom","ECA","More Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"741","193","21","2","7","18702.0","TZA","United Republic of Tanzania","SSA","Least Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"742","193","21","2","8","18773.0","TZA","United Republic of Tanzania","SSA","Least Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"743","193","21","2","9","18784.0","TZA","United Republic of Tanzania","SSA","Least Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"744","193","21","2","10","18812.0","TZA","United Republic of Tanzania","SSA","Least Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"745","194","21","2","7","5565.0","USA","United States","NA","More Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"746","194","21","2","8","5657.0","USA","United States","NA","More Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"747","194","21","2","9","5711.0","USA","United States","NA","More Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"748","194","21","2","10","5705.0","USA","United States","NA","More Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"749","195","21","2","7","85.0","URY","Uruguay","LAC","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"750","195","21","2","8","82.0","URY","Uruguay","LAC","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"751","195","21","2","9","80.0","URY","Uruguay","LAC","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"752","195","21","2","10","77.0","URY","Uruguay","LAC","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"753","196","21","2","7","2185.0","UZB","Uzbekistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"754","196","21","2","8","2228.0","UZB","Uzbekistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"755","196","21","2","9","2262.0","UZB","Uzbekistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"756","196","21","2","10","2283.0","UZB","Uzbekistan","ECA","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"757","197","21","2","7","40.0","VUT","Vanuatu","EAP","Least Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"758","197","21","2","8","41.0","VUT","Vanuatu","EAP","Least Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"759","197","21","2","9","41.0","VUT","Vanuatu","EAP","Least Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"760","197","21","2","10","41.0","VUT","Vanuatu","EAP","Least Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"761","198","21","2","7","1933.0","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"762","198","21","2","8","1908.0","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"763","198","21","2","9","1880.0","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"764","198","21","2","10","1862.0","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"765","199","21","2","7","3869.0","VNM","Viet Nam","EAP","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"766","199","21","2","8","3781.0","VNM","Viet Nam","EAP","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"767","199","21","2","9","3704.0","VNM","Viet Nam","EAP","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"768","199","21","2","10","3632.0","VNM","Viet Nam","EAP","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"769","200","21","2","7","6775.0","YEM","Yemen","MENA","Least Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"770","200","21","2","8","6967.0","YEM","Yemen","MENA","Least Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"771","200","21","2","9","9380.0","YEM","Yemen","MENA","Least Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"772","200","21","2","10","9287.0","YEM","Yemen","MENA","Least Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"773","201","21","2","7","5894.0","ZMB","Zambia","SSA","Least Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"774","201","21","2","8","5813.0","ZMB","Zambia","SSA","Least Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"775","201","21","2","9","5728.0","ZMB","Zambia","SSA","Least Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"776","201","21","2","10","5648.0","ZMB","Zambia","SSA","Least Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"777","202","21","2","7","4779.0","ZWE","Zimbabwe","SSA","Less Developed","Child deaths (aged 5-14 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"778","202","21","2","8","4767.0","ZWE","Zimbabwe","SSA","Less Developed","Child deaths (aged 5-14 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"779","202","21","2","9","4774.0","ZWE","Zimbabwe","SSA","Less Developed","Child deaths (aged 5-14 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"780","202","21","2","10","4765.0","ZWE","Zimbabwe","SSA","Less Developed","Child deaths (aged 5-14 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"781","1","20","2","7","19149.0","AFG","Afghanistan","SA","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"782","1","20","2","8","18119.0","AFG","Afghanistan","SA","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"783","1","20","2","9","17201.0","AFG","Afghanistan","SA","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"784","1","20","2","10","16389.0","AFG","Afghanistan","SA","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"785","2","20","2","7","37.0","ALB","Albania","ECA","More Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"786","2","20","2","8","37.0","ALB","Albania","ECA","More Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"787","2","20","2","9","37.0","ALB","Albania","ECA","More Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"788","2","20","2","10","37.0","ALB","Albania","ECA","More Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"789","3","20","2","7","3407.0","DZA","Algeria","MENA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"790","3","20","2","8","3419.0","DZA","Algeria","MENA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"791","3","20","2","9","3404.0","DZA","Algeria","MENA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"792","3","20","2","10","3361.0","DZA","Algeria","MENA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"793","4","20","2","7","0.0","AND","Andorra","ECA","More Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"794","4","20","2","8","0.0","AND","Andorra","ECA","More Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"795","4","20","2","9","0.0","AND","Andorra","ECA","More Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"796","4","20","2","10","0.0","AND","Andorra","ECA","More Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"797","5","20","2","7","32414.0","AGO","Angola","SSA","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"798","5","20","2","8","31295.0","AGO","Angola","SSA","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"799","5","20","2","9","30424.0","AGO","Angola","SSA","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"800","5","20","2","10","29474.0","AGO","Angola","SSA","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"801","7","20","2","7","1.0","ATG","Antigua and Barbuda","LAC","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"802","7","20","2","8","2.0","ATG","Antigua and Barbuda","LAC","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"803","7","20","2","9","1.0","ATG","Antigua and Barbuda","LAC","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"804","7","20","2","10","1.0","ATG","Antigua and Barbuda","LAC","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"805","8","20","2","7","897.0","ARG","Argentina","LAC","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"806","8","20","2","8","855.0","ARG","Argentina","LAC","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"807","8","20","2","9","813.0","ARG","Argentina","LAC","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"808","8","20","2","10","773.0","ARG","Argentina","LAC","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"809","9","20","2","7","64.0","ARM","Armenia","ECA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"810","9","20","2","8","61.0","ARM","Armenia","ECA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"811","9","20","2","9","57.0","ARM","Armenia","ECA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"812","9","20","2","10","55.0","ARM","Armenia","ECA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"813","10","20","2","7","183.0","AUS","Australia","EAP","More Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"814","10","20","2","8","181.0","AUS","Australia","EAP","More Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"815","10","20","2","9","178.0","AUS","Australia","EAP","More Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"816","10","20","2","10","174.0","AUS","Australia","EAP","More Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"817","11","20","2","7","53.0","AUT","Austria","ECA","More Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"818","11","20","2","8","53.0","AUT","Austria","ECA","More Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"819","11","20","2","9","54.0","AUT","Austria","ECA","More Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"820","11","20","2","10","54.0","AUT","Austria","ECA","More Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"821","12","20","2","7","478.0","AZE","Azerbaijan","ECA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"822","12","20","2","8","445.0","AZE","Azerbaijan","ECA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"823","12","20","2","9","413.0","AZE","Azerbaijan","ECA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"824","12","20","2","10","381.0","AZE","Azerbaijan","ECA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"825","13","20","2","7","10.0","BHS","Bahamas","LAC","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"826","13","20","2","8","10.0","BHS","Bahamas","LAC","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"827","13","20","2","9","9.0","BHS","Bahamas","LAC","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"828","13","20","2","10","9.0","BHS","Bahamas","LAC","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"829","14","20","2","7","22.0","BHR","Bahrain","MENA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"830","14","20","2","8","22.0","BHR","Bahrain","MENA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"831","14","20","2","9","22.0","BHR","Bahrain","MENA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"832","14","20","2","10","22.0","BHR","Bahrain","MENA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"833","15","20","2","7","19341.0","BGD","Bangladesh","SA","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"834","15","20","2","8","17823.0","BGD","Bangladesh","SA","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"835","15","20","2","9","16503.0","BGD","Bangladesh","SA","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"836","15","20","2","10","15308.0","BGD","Bangladesh","SA","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"837","16","20","2","7","3.0","BRB","Barbados","LAC","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"838","16","20","2","8","3.0","BRB","Barbados","LAC","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"839","16","20","2","9","3.0","BRB","Barbados","LAC","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
